A6JP9YYJCK3WO	5557706259	1	1447891200
A20Z0JD766DPG6	5557706259	1	1433548800
AXQ89O6YRT7AX	5557706259	1	1228780800
A1M379MK8MKGUF	5557706259	1	1223337600
AA762OWLWCPQ2	5557706259	1	1220400000
A25B8W9VSY0C5Y	5557706259	1	1189900800
A2I6MHMAZZDCRX	5557706259	1	1189036800
A1XL1WKRIGSTGE	5559166928	1	1512604800
A2OOQPH4D33DLM	5559166928	1	1463270400
A3D697C8E7O03V	5559166928	1	1453161600
A16MMPW5DKVSAK	5559166928	1	1442275200
AJ79L3NEILJ4G	5559166928	1	1424217600
AJCC7PGJWTO7A	5559166928	1	1413590400
A9Q28YTLYREO7	7799420340	1	1121731200
A3W4D8XOGLWUN5	7799420340	1	1121731200
A1RY96KKGQ84EE	7799420340	1	1521417600
A3HO0XCG4KZ16R	7799420340	1	1516147200
A3TM7P9GGJ6F4C	7799420340	1	1500940800
A6FHPZMFO858U	7799420340	1	1488412800
A1VTEL32W5FM13	7799420340	1	1483228800
A23XZO4O454SX5	7799420340	1	1465171200
A2WC24DWP57F8K	7799420340	1	1463270400
A1M13030JH81Q7	7799420340	1	1462147200
A18P38AAU083CS	7799420340	1	1456704000
A1DJDDPJP6THC1	7799420340	1	1440460800
A20ZVK7L91JS7L	7799420340	1	1429747200
A3F7U41ZW2FPE8	7799420340	1	1426636800
A3RLNPQFXW3I42	7799420340	1	1424822400
A34YKHOG6DGIXW	7799420340	1	1420156800
A39F6C6EHDZ7SV	7799420340	1	1418515200
A3T0YPN7A88L9D	7799420340	1	1418169600
A1MHFO1841U6X7	7799420340	1	1412121600
A1R7KUJHO2EVEC	7799420340	1	1405296000
A2A6LKO4CC39S0	7799420340	1	1402704000
AYX1DZVLYWZP7	7799420340	1	1390780800
A3P9A99437UZH1	7799420340	1	1371254400
A3U3W7URZU9259	7799420340	1	1370995200
A1X4XC87L0FGCF	7799420340	1	1366502400
A2S0OMLVU7HWW9	7799420340	1	1361404800
A1GIIPXONCEEHP	7799420340	1	1322265600
A3W4D8XOGLWUN5	7799420340	1	1261699200
A36RS7KTNOBROF	7799420340	1	1251417600
A2R6RA8FRBS608	7799420340	1	1249689600
A26Q3LIFIMUYMX	7799420340	1	1249603200
A1F9Z42CFF9IAY	7799420340	1	1248739200
ANOOQD9XOQWSM	7799420340	1	1246752000
AE9GUE3HHOX3U	7799420340	1	1246233600
A2PV6GK1HV54Y9	7799420340	1	1245974400
A9Q28YTLYREO7	7799420340	1	1174089600
A1IKOYZVFHO1XP	7799420340	1	1144108800
A1J5KCZC8CMW9I	7799420340	1	1127174400
A1QEWOSV05RYEO	7799420340	1	1126396800
A1534MBU6VJXYN	7799420340	1	1122508800
A14GK0E64J0WAS	7799420340	1	1122249600
A2AQSVHN93PBF0	9714721180	1	1522368000
ATMDDH5RGXUGT	9714721180	1	1520640000
AD6G80D2PS6UG	9714721180	1	1520121600
A15JTJXQXO22JJ	9714721180	1	1509494400
A30TALKCA3L0VK	9714721180	1	1480377600
A13C6NTJ3HO0FX	9714721180	1	1471046400
A1DW48CPF98IBR	9714721180	1	1464480000
AKGME0UCV6QEM	9714721180	1	1462233600
A2L167UOLOYOO0	9714721180	1	1461283200
A167KI3P7XN1AM	9714721180	1	1458518400
A33M6VWSV2OTO	9714721180	1	1458000000
AOQ1ZQFYPFG6S	9714721180	1	1455926400
A2Y1RV5JZEW299	9714721180	1	1440979200
ADXP05MY5KQC7	9714721180	1	1437868800
AEU4YQN8YDHK4	9714721180	1	1426550400
AERRLBB4MYEV6	9714721180	1	1421884800
A2SS4R4VFD42SX	9714721180	1	1413590400
AER2CRRW2U50Q	9714721180	1	1409184000
A3U86BP7Y64RSQ	9714721180	1	1396483200
A18A3UVA3GXTN4	9714721180	1	1380499200
A2VSNUK7YLRKRE	9714721180	1	1365465600
A2H1WNB30JNAWU	9714721180	1	1352160000
A38T0YN4VC4ZIE	9714721180	1	1319673600
AWSYTZ2I2MW0V	9714721180	1	1318032000
A1NF9WS7RR82MX	9714721180	1	1302220800
A3GP5YP52BD4EX	9714721180	1	1295481600
A1FMJJKSVQDDQ	9714721180	1	1291248000
A3L9E0YI7C5G0W	9714721180	1	1284768000
